I0723 03:32:00.727203       1 cache_metrics.go:337] Cannot find num_requests_running in the metric list, engine type xllm
I0723 03:32:41.055390       1 cache_metrics.go:337] Cannot find e2e_request_latency_seconds in the metric list, engine type xllm
I0723 03:32:41.055392       1 cache_metrics.go:209] Cannot find e2e_request_latency_seconds in the pod metrics
I0723 03:32:41.055394       1 cache_metrics.go:337] Cannot find request_queue_time_seconds in the metric list, engine type xllm
I0723 03:32:41.055396       1 cache_metrics.go:209] Cannot find request_queue_time_seconds in the pod metrics
I0723 03:32:41.055399       1 cache_metrics.go:337] Cannot find request_inference_time_seconds in the metric list, engine type xllm
I0723 03:32:41.055401       1 cache_metrics.go:209] Cannot find request_inference_time_seconds in the pod metrics
I0723 03:32:41.055403       1 cache_metrics.go:337] Cannot find request_decode_time_seconds in the metric list, engine type xllm
I0723 03:32:41.055404       1 cache_metrics.go:209] Cannot find request_decode_time_seconds in the pod metrics
I0723 03:32:41.055407       1 cache_metrics.go:337] Cannot find request_prefill_time_seconds in the metric list, engine type xllm
I0723 03:32:41.055408       1 cache_metrics.go:209] Cannot find request_prefill_time_seconds in the pod metrics
I0723 03:32:41.055412       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:41.055415       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:41.055418       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:41.055422       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:41.055424       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:41.055426       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:41.055432       1 cache_metrics.go:154] "Prometheus api is not initialized, PROMETHEUS_ENDPOINT is not configured, skip fetching prometheus metrics"
I0723 03:32:41.055503       1 cache_log.go:37] pod: deepseek-r1-f46d77457-bbzh6, podIP: 192.168.0.5, models: deepseek-r1
I0723 03:32:41.055509       1 cache_log.go:39] deepseek-r1-f46d77457-bbzh6_realtime_num_requests_running_&{0}
I0723 03:32:41.055515       1 cache_log.go:37] pod: deepseek-r1-f46d77457-pqk8c, podIP: 192.168.0.4, models: deepseek-r1
I0723 03:32:41.055520       1 cache_log.go:54] model: deepseek-r1, pods: deepseek-r1-f46d77457-bbzh6 deepseek-r1-f46d77457-pqk8c 
I0723 03:32:41.055524       1 cache_log.go:37] pod: deepseek-r1-f46d77457-bbzh6, podIP: 192.168.0.5, models: deepseek-r1
I0723 03:32:41.055527       1 cache_log.go:39] deepseek-r1-f46d77457-bbzh6_realtime_num_requests_running_&{0}
I0723 03:32:41.055530       1 cache_log.go:37] pod: deepseek-r1-f46d77457-pqk8c, podIP: 192.168.0.4, models: deepseek-r1
I0723 03:32:41.055534       1 cache_log.go:54] model: deepseek-r1, pods: deepseek-r1-f46d77457-bbzh6 deepseek-r1-f46d77457-pqk8c 
I0723 03:32:41.091164       1 cache_metrics.go:337] Cannot find num_requests_running in the metric list, engine type xllm
I0723 03:32:41.091177       1 cache_metrics.go:175] Cannot find num_requests_running in the pod metrics
I0723 03:32:41.091182       1 cache_metrics.go:337] Cannot find num_requests_waiting in the metric list, engine type xllm
I0723 03:32:41.091185       1 cache_metrics.go:175] Cannot find num_requests_waiting in the pod metrics
I0723 03:32:41.091188       1 cache_metrics.go:337] Cannot find num_requests_swapped in the metric list, engine type xllm
I0723 03:32:41.091192       1 cache_metrics.go:175] Cannot find num_requests_swapped in the pod metrics
I0723 03:32:41.091196       1 cache_metrics.go:337] Cannot find avg_prompt_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:41.091199       1 cache_metrics.go:175] Cannot find avg_prompt_throughput_toks_per_s in the pod metrics
I0723 03:32:41.091202       1 cache_metrics.go:337] Cannot find avg_generation_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:41.091207       1 cache_metrics.go:175] Cannot find avg_generation_throughput_toks_per_s in the pod metrics
I0723 03:32:41.091214       1 cache_metrics.go:190] Failed to update metrics gpu_cache_usage_perc from pod deepseek-r1-f46d77457-bbzh6 192.168.0.5 8080: modelName should not be empty for scope PodModel
I0723 03:32:41.091219       1 cache_metrics.go:337] Cannot find cpu_cache_usage_perc in the metric list, engine type xllm
I0723 03:32:41.091223       1 cache_metrics.go:175] Cannot find cpu_cache_usage_perc in the pod metrics
I0723 03:32:41.091229       1 cache_metrics.go:190] Failed to update metrics gpu_busy_time_ratio from pod deepseek-r1-f46d77457-bbzh6 192.168.0.5 8080: modelName should not be empty for scope PodModel
I0723 03:32:41.091234       1 cache_metrics.go:337] Cannot find iteration_tokens_total in the metric list, engine type xllm
I0723 03:32:41.091238       1 cache_metrics.go:209] Cannot find iteration_tokens_total in the pod metrics
I0723 03:32:41.091241       1 cache_metrics.go:337] Cannot find time_to_first_token_seconds in the metric list, engine type xllm
I0723 03:32:41.091245       1 cache_metrics.go:209] Cannot find time_to_first_token_seconds in the pod metrics
I0723 03:32:41.091248       1 cache_metrics.go:337] Cannot find time_per_output_token_seconds in the metric list, engine type xllm
I0723 03:32:41.091251       1 cache_metrics.go:209] Cannot find time_per_output_token_seconds in the pod metrics
I0723 03:32:41.091254       1 cache_metrics.go:337] Cannot find e2e_request_latency_seconds in the metric list, engine type xllm
I0723 03:32:41.091257       1 cache_metrics.go:209] Cannot find e2e_request_latency_seconds in the pod metrics
I0723 03:32:41.091260       1 cache_metrics.go:337] Cannot find request_queue_time_seconds in the metric list, engine type xllm
I0723 03:32:41.091262       1 cache_metrics.go:209] Cannot find request_queue_time_seconds in the pod metrics
I0723 03:32:41.091266       1 cache_metrics.go:337] Cannot find request_inference_time_seconds in the metric list, engine type xllm
I0723 03:32:41.091269       1 cache_metrics.go:209] Cannot find request_inference_time_seconds in the pod metrics
I0723 03:32:41.091272       1 cache_metrics.go:337] Cannot find request_decode_time_seconds in the metric list, engine type xllm
I0723 03:32:41.091275       1 cache_metrics.go:209] Cannot find request_decode_time_seconds in the pod metrics
I0723 03:32:41.091279       1 cache_metrics.go:337] Cannot find request_prefill_time_seconds in the metric list, engine type xllm
I0723 03:32:41.091282       1 cache_metrics.go:209] Cannot find request_prefill_time_seconds in the pod metrics
I0723 03:32:41.091285       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:41.091290       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:41.091293       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:41.091296       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:41.091300       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:41.091302       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:41.091308       1 cache_metrics.go:154] "Prometheus api is not initialized, PROMETHEUS_ENDPOINT is not configured, skip fetching prometheus metrics"
I0723 03:32:41.649616       1 cache_metrics.go:337] Cannot find num_requests_running in the metric list, engine type xllm
I0723 03:32:41.649647       1 cache_metrics.go:175] Cannot find num_requests_running in the pod metrics
I0723 03:32:41.649651       1 cache_metrics.go:337] Cannot find num_requests_waiting in the metric list, engine type xllm
I0723 03:32:41.649654       1 cache_metrics.go:175] Cannot find num_requests_waiting in the pod metrics
I0723 03:32:41.649656       1 cache_metrics.go:337] Cannot find num_requests_swapped in the metric list, engine type xllm
I0723 03:32:41.649659       1 cache_metrics.go:175] Cannot find num_requests_swapped in the pod metrics
I0723 03:32:41.649661       1 cache_metrics.go:337] Cannot find avg_prompt_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:41.649665       1 cache_metrics.go:175] Cannot find avg_prompt_throughput_toks_per_s in the pod metrics
I0723 03:32:41.649667       1 cache_metrics.go:337] Cannot find avg_generation_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:41.649671       1 cache_metrics.go:175] Cannot find avg_generation_throughput_toks_per_s in the pod metrics
I0723 03:32:41.649678       1 cache_metrics.go:190] Failed to update metrics gpu_cache_usage_perc from pod deepseek-r1-f46d77457-bbzh6 192.168.0.5 8080: modelName should not be empty for scope PodModel
I0723 03:32:41.649687       1 cache_metrics.go:337] Cannot find cpu_cache_usage_perc in the metric list, engine type xllm
I0723 03:32:41.649690       1 cache_metrics.go:175] Cannot find cpu_cache_usage_perc in the pod metrics
I0723 03:32:41.649696       1 cache_metrics.go:190] Failed to update metrics gpu_busy_time_ratio from pod deepseek-r1-f46d77457-bbzh6 192.168.0.5 8080: modelName should not be empty for scope PodModel
I0723 03:32:41.649700       1 cache_metrics.go:337] Cannot find iteration_tokens_total in the metric list, engine type xllm
I0723 03:32:41.649703       1 cache_metrics.go:209] Cannot find iteration_tokens_total in the pod metrics
I0723 03:32:41.649707       1 cache_metrics.go:337] Cannot find time_to_first_token_seconds in the metric list, engine type xllm
I0723 03:32:41.649710       1 cache_metrics.go:209] Cannot find time_to_first_token_seconds in the pod metrics
I0723 03:32:41.649714       1 cache_metrics.go:337] Cannot find time_per_output_token_seconds in the metric list, engine type xllm
I0723 03:32:41.649718       1 cache_metrics.go:209] Cannot find time_per_output_token_seconds in the pod metrics
I0723 03:32:41.649722       1 cache_metrics.go:337] Cannot find e2e_request_latency_seconds in the metric list, engine type xllm
I0723 03:32:41.649724       1 cache_metrics.go:209] Cannot find e2e_request_latency_seconds in the pod metrics
I0723 03:32:41.649727       1 cache_metrics.go:337] Cannot find request_queue_time_seconds in the metric list, engine type xllm
I0723 03:32:41.649731       1 cache_metrics.go:209] Cannot find request_queue_time_seconds in the pod metrics
I0723 03:32:41.649738       1 cache_metrics.go:337] Cannot find request_inference_time_seconds in the metric list, engine type xllm
I0723 03:32:41.649740       1 cache_metrics.go:209] Cannot find request_inference_time_seconds in the pod metrics
I0723 03:32:41.649744       1 cache_metrics.go:337] Cannot find request_decode_time_seconds in the metric list, engine type xllm
I0723 03:32:41.649746       1 cache_metrics.go:209] Cannot find request_decode_time_seconds in the pod metrics
I0723 03:32:41.649750       1 cache_metrics.go:337] Cannot find request_prefill_time_seconds in the metric list, engine type xllm
I0723 03:32:41.649752       1 cache_metrics.go:209] Cannot find request_prefill_time_seconds in the pod metrics
I0723 03:32:41.649757       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:41.649763       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:41.649767       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:41.649771       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:41.649774       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:41.649776       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:41.649784       1 cache_metrics.go:154] "Prometheus api is not initialized, PROMETHEUS_ENDPOINT is not configured, skip fetching prometheus metrics"
I0723 03:32:41.649890       1 cache_log.go:37] pod: deepseek-r1-f46d77457-bbzh6, podIP: 192.168.0.5, models: deepseek-r1
I0723 03:32:41.649918       1 cache_log.go:39] deepseek-r1-f46d77457-bbzh6_realtime_num_requests_running_&{0}
I0723 03:32:41.649941       1 cache_log.go:37] pod: deepseek-r1-f46d77457-pqk8c, podIP: 192.168.0.4, models: deepseek-r1
I0723 03:32:41.649947       1 cache_log.go:54] model: deepseek-r1, pods: deepseek-r1-f46d77457-bbzh6 deepseek-r1-f46d77457-pqk8c 
I0723 03:32:41.649952       1 cache_log.go:37] pod: deepseek-r1-f46d77457-bbzh6, podIP: 192.168.0.5, models: deepseek-r1
I0723 03:32:41.649954       1 cache_log.go:39] deepseek-r1-f46d77457-bbzh6_realtime_num_requests_running_&{0}
I0723 03:32:41.649957       1 cache_log.go:37] pod: deepseek-r1-f46d77457-pqk8c, podIP: 192.168.0.4, models: deepseek-r1
I0723 03:32:41.649967       1 cache_log.go:54] model: deepseek-r1, pods: deepseek-r1-f46d77457-bbzh6 deepseek-r1-f46d77457-pqk8c 
I0723 03:32:41.654120       1 cache_metrics.go:337] Cannot find num_requests_running in the metric list, engine type xllm
I0723 03:32:41.654141       1 cache_metrics.go:175] Cannot find num_requests_running in the pod metrics
I0723 03:32:41.654146       1 cache_metrics.go:337] Cannot find num_requests_waiting in the metric list, engine type xllm
I0723 03:32:41.654148       1 cache_metrics.go:175] Cannot find num_requests_waiting in the pod metrics
I0723 03:32:41.654151       1 cache_metrics.go:337] Cannot find num_requests_swapped in the metric list, engine type xllm
I0723 03:32:41.654153       1 cache_metrics.go:175] Cannot find num_requests_swapped in the pod metrics
I0723 03:32:41.654156       1 cache_metrics.go:337] Cannot find avg_prompt_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:41.654160       1 cache_metrics.go:175] Cannot find avg_prompt_throughput_toks_per_s in the pod metrics
I0723 03:32:41.654164       1 cache_metrics.go:337] Cannot find avg_generation_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:41.654166       1 cache_metrics.go:175] Cannot find avg_generation_throughput_toks_per_s in the pod metrics
I0723 03:32:41.654173       1 cache_metrics.go:190] Failed to update metrics gpu_cache_usage_perc from pod deepseek-r1-f46d77457-bbzh6 192.168.0.5 8080: modelName should not be empty for scope PodModel
I0723 03:32:41.654180       1 cache_metrics.go:337] Cannot find cpu_cache_usage_perc in the metric list, engine type xllm
I0723 03:32:41.654182       1 cache_metrics.go:175] Cannot find cpu_cache_usage_perc in the pod metrics
